"Timestamp","Aimeriez-vous en savoir plus sur... [La biologie]","Aimeriez-vous en savoir plus sur... [La biologie de synthèse]","Aimeriez-vous en savoir plus sur... [Les jeux vidéo]","Aimeriez-vous en savoir plus sur... [L'ingénierie]","Avez-vous déjà joué à Hero.Coli ?","Quel âge avez-vous ?"," [Quel est votre sexe ?]"," [Vous intéressez-vous aux jeux vidéo ?]"," [Vous intéressez-vous à la biologie ?]"," [Combien de temps avez-vous étudié la biologie ?]"," [Jouez-vous aux jeux vidéo ?]"," [Avant Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ou des BioBriques ?]","Êtes-vous volontaire pour contribuer à notre étude en répondant à 9 questions supplémentaires ? (5 min)"," [Vous êtes-vous amusé en jouant au jeu ?]"," [Pour modifier les capacités de la bactérie il faut...]"," [Que sont les BioBriques et les constructions ?]"," [Trouvez l'antibiotique :]","Les BioBriques : [Le Plasmide est...]","Les BioBriques : [Représente la fin d'une construction...]","Les BioBriques : [Le Promoteur est...]","Les BioBriques : [Représente la capacité fournie...]","Les BioBriques : [Le Terminateur est...]","Les BioBriques : [Code une protéine...]","Les BioBriques : [Le RBS est...]","Les BioBriques : [Peut représenter la GFP...]","Les BioBriques : [La Séquence Codante est...]","Les BioBriques : [Contrôle quand la construction est active...]","Les BioBriques : [Contrôle le niveau d'expression, et donc à quel point la capacité est affectée...]","Les BioBriques : [Permet d'équiper une construction supplémentaire...]","Les BioBriques : [L'Opérateur est...]"," [construction 1]"," [construction 2]"," [construction 3]"," [construction 4]"," [construction 5]"," [construction 6]"," [construction 7]"," [construction 8]"," [Quand la fluorescence verte se produit-elle ?]"," [Que se passe-t-il quand on enlève la construction génétique de déplacement ?]","Dernière question. La page suivante ne contient que les remarques. [Imaginez : vous venez d'assembler une construction fonctionnelle qui contient un promoteur induit à l'arabinose et une séquence codante (CDS) pour l'arabinose. Que se passe-t-il ?]","Vous pouvez ajouter des remarques ici.","⚠ Ne pas modifier"
"2018/04/27 1:22:19 PM GMT+2","Un peu","Moyennement","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des acides aminés","Ampicilline","Aucun de ces éléments","Je ne sais pas","4","4","Aucun de ces éléments","1","3","Je ne sais pas","Aucun de ces éléments","2","1","5","2","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Je ne sais pas","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Sous lumière bleue, quand la construction GFP est équipée","La bactérie devient lumineuse","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","e25cd405-a18d-4ff0-8f3a-f21c26d15919"
"2018/04/27 2:04:39 PM GMT+2","Moyennement","Beaucoup","Moyennement","Beaucoup","Non / pas encore","16","Homme","Moyennement","Moyennement","Jusqu'au bac","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","93bbdb65-3b28-4586-b258-cb950f3a608b"
"2018/04/27 2:04:50 PM GMT+2","Moyennement","Un peu","Beaucoup","Moyennement","Non / pas encore","14","Homme","Beaucoup","Moyennement","Jamais, pas même au collège","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","cce9a48a-8634-43ae-a1cf-d336895fd0bc"
"2018/04/27 2:40:43 PM GMT+2","Moyennement","Un peu","Beaucoup","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Arabinose","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","cce9a48a-8634-43ae-a1cf-d336895fd0bc"
"2018/04/27 2:40:59 PM GMT+2","Moyennement","Un peu","Moyennement","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","3","4","3","2","Je ne sais pas","2","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","1","3","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Je ne sais pas","Elle permet de résister aux antibiotiques","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Sous lumière bleue, quand la construction GFP est équipée","La bactérie devient lumineuse","Elle n'est active que dans les nuages d'arabinose.","","93bbdb65-3b28-4586-b258-cb950f3a608b"
"2018/04/27 3:08:09 PM GMT+2","Beaucoup","Énormément","Moyennement","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","3","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","9b86feaf-647c-4df3-a7c0-3f4010843821"
"2018/04/27 3:20:48 PM GMT+2","Moyennement","Moyennement","Beaucoup","Moyennement","Non / pas encore","35","Homme","Beaucoup","Un peu","Jusqu'au bac","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","638d09b3-b5dd-4331-a41e-54785792f985"
"2018/04/27 3:23:26 PM GMT+2","Un peu","Un peu","Moyennement","Un peu","Non / pas encore","22","Homme","Beaucoup","Moyennement","Jusqu'au bac","Moyennement","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","82122046-a2a2-4e22-8e43-5004182e53aa"
"2018/04/27 3:23:57 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Un peu","Non / pas encore","18 ","Femme","Moyennement","Beaucoup","Jusqu'au brevet","Pas du tout","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","714b25ab-f969-4391-92e9-2aba1b7bf707"
"2018/04/27 3:33:47 PM GMT+2","Énormément","Énormément","Moyennement","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","5","3","1","Je ne sais pas","Je ne sais pas","3","2","2","4","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","9b86feaf-647c-4df3-a7c0-3f4010843821"
"2018/04/27 3:38:17 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Non / pas encore","35","Femme","Un peu","Un peu","Jusqu'au bac","Un peu","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","La bactérie meurt","Elle produit de l'arabinose tout le temps.","","59e00ac4-8e1c-4800-812f-3bd1fd40e022"
"2018/04/27 3:45:04 PM GMT+2","Énormément","Beaucoup","Un peu","Moyennement","Non / pas encore","23","Femme","Pas du tout","Beaucoup","Jusqu'à la license","Pas du tout","Oui, mais je ne sais pas exactement ce que c'est","Oui","Beaucoup","Ramasser des nanorobots","Des acides aminés","Ampicilline","Je ne sais pas","2","1","4","2","3","3","4","1","5","4","5","3","Je ne sais pas","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle permet de résister aux antibiotiques","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","3fbc0702-7779-498c-bd23-e4848517edc1"
"2018/04/27 3:51:03 PM GMT+2","Moyennement","Moyennement","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","2","3","1","Aucun de ces éléments","3","3","3","Aucun de ces éléments","4","5","2","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","638d09b3-b5dd-4331-a41e-54785792f985"
"2018/04/27 3:55:49 PM GMT+2","Un peu","Un peu","Un peu","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Diviser la bactérie","Des séquences d'ADN","Ampicilline","3","4","2","Aucun de ces éléments","1","5","4","5","2","4","3","3","1","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle ne produit rien puisqu'elle s'induit elle-même","tres  bien  pour les professionnels","59e00ac4-8e1c-4800-812f-3bd1fd40e022"
"2018/04/27 4:05:12 PM GMT+2","Un peu","Un peu","Un peu","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","Aucun de ces éléments","Je ne sais pas","2","2","1","1","Aucun de ces éléments","3","5","5","4","1","2","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Elle permet de résister aux antibiotiques","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de l'arabinose tout le temps.","","82122046-a2a2-4e22-8e43-5004182e53aa"
"2018/04/27 4:06:33 PM GMT+2","Moyennement","Moyennement","Beaucoup","Beaucoup","Non / pas encore","19","Femme","Moyennement","Pas du tout","Jusqu'au bac","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecbbcfdb-f7bb-4dec-8e3c-a33a0894fd3d"
"2018/04/27 4:07:52 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","5","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Devant les portes, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","tres bonne idee de jeu sur la biologie","714b25ab-f969-4391-92e9-2aba1b7bf707"
"2018/04/27 4:12:08 PM GMT+2","Un peu","Pas du tout","Beaucoup","Moyennement","Non / pas encore","14","Homme","Beaucoup","Un peu","Jamais, pas même au collège","Énormément","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68824795-6632-4283-9736-4c1d6da055a2"
"2018/04/27 4:16:59 PM GMT+2","Moyennement","Un peu","Énormément","Énormément","Non / pas encore","14","Homme","Beaucoup","Un peu","Jamais, pas même au collège","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Oui","Beaucoup","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","2","Je ne sais pas","1","5","Je ne sais pas","5","1","2","5","2","Aucun de ces éléments","Elle permet de résister aux antibiotiques","Je ne sais pas","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Je ne sais pas","Je ne sais pas","Je ne sais pas","","9edf8d5c-b390-4a25-af78-2062eca5d4f9"
"2018/04/27 4:34:29 PM GMT+2","Beaucoup","Moyennement","Pas du tout","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","5","5","2","4","1","3","2","3","3","2","4","Je ne sais pas","2","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Elle permet de résister aux antibiotiques","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de l'arabinose tout le temps.","","3fbc0702-7779-498c-bd23-e4848517edc1"
"2018/04/27 4:45:06 PM GMT+2","Moyennement","Un peu","Un peu","Pas du tout","Non / pas encore","44","Homme","Un peu","Moyennement","Jusqu'au brevet","Pas du tout","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ba65ecab-194d-4059-b91b-c8b902b5ef18"
"2018/04/27 4:53:19 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ADN","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","","ecbbcfdb-f7bb-4dec-8e3c-a33a0894fd3d"
"2018/04/27 4:58:33 PM GMT+2","Un peu","Un peu","Un peu","Pas du tout","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","ba65ecab-194d-4059-b91b-c8b902b5ef18"
"2018/04/27 5:04:18 PM GMT+2","Moyennement","Un peu","Un peu","Pas du tout","Non / pas encore","12","Femme","Moyennement","Un peu","Jamais, pas même au collège","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4cdb6030-4547-4c8f-9d9e-286cff786157"
"2018/04/27 5:07:46 PM GMT+2","Un peu","Un peu","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Arabinose","5","1","2","3","1","2","3","3","2","Aucun de ces éléments","4","5","1","Les briques ne sont pas dans le bon ordre","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","68824795-6632-4283-9736-4c1d6da055a2"
"2018/04/27 5:09:04 PM GMT+2","Moyennement","Un peu","Un peu","Un peu","Non / pas encore","15","Femme","Un peu","Un peu","Jusqu'au brevet","Un peu","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","291e33c1-b617-453c-809e-7bed7ae1db49"
"2018/04/27 5:14:00 PM GMT+2","Un peu","Un peu","Un peu","Moyennement","Non / pas encore","33","Homme","Un peu","Beaucoup","Jusqu'à la license","Un peu","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Aucun de ces éléments","4","Je ne sais pas","5","Je ne sais pas","3","Aucun de ces éléments","Je ne sais pas","5","5","4","Aucun de ces éléments","1","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Elle permet de résister aux antibiotiques","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de l'arabinose tout le temps.","","ffc6bcd0-99f7-42ef-862c-b58c8a588b9d"
"2018/04/27 5:25:45 PM GMT+2","Un peu","Un peu","Beaucoup","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","1","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","4","3","Je ne sais pas","3","Je ne sais pas","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle permet de résister aux antibiotiques","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, tout le temps","Rien","Je ne sais pas","","9edf8d5c-b390-4a25-af78-2062eca5d4f9"
"2018/04/27 5:52:57 PM GMT+2","Moyennement","Moyennement","Beaucoup","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","1","4","1","Aucun de ces éléments","3","3","3","2","3","5","2","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","12ce6ff6-3ea9-44aa-9d99-9bb8ed07032f"
"2018/04/27 5:54:28 PM GMT+2","Un peu","Un peu","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","2","Aucun de ces éléments","4","4","4","Je ne sais pas","3","Aucun de ces éléments","4","Aucun de ces éléments","Aucun de ces éléments","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","ffc6bcd0-99f7-42ef-862c-b58c8a588b9d"
"2018/04/27 9:31:32 PM GMT+2","Beaucoup","Moyennement","Énormément","Beaucoup","Non / pas encore","27","Homme","Beaucoup","Un peu","Jusqu'au bac","Beaucoup","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6d31d93-816f-49c7-8d7b-af894e25181f"
