,Timestamp,Are you interested in learning more about...Biology,Are you interested in learning more about...Synthetic biology,Are you interested in learning more about...Video games,Are you interested in learning more about...Engineering,Have you ever played Hero.Coli?,How old are you?,What is your gender?,Are you interested in video games?,Are you interested in biology?,How long have you studied biology?,Do you play video games?,"Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?",Do you volunteer to contribute to our study by answering 9 more questions? (5 min),Did you enjoy playing the game?,"In order to modify the abilities of the bacterium, you have to...",What are BioBricks and devices?,Find the antibiotic:,Plasmid is...,Represents the end of a device... TER,Promoter is...,Represents the ability given... CDS,Terminator is...,Codes a protein... CDS,RBS is...,Can represent GFP... CDS,Coding Sequence is...,Controls when the device is active... PR,"Controls the level of expression, and thus how much the ability will be affected... RBS",Makes it possible to equip an additional device. PLASMID,Operator is... XXX,What does this device do? RBS:PCONS:FLHDC:TER XXX,What does this device do? PCONS:RBS:FLHDC:TER,What does this device do? PBAD:RBS:GFP:TER,What does this device do? PBAD:GFP:TBS:TER XXX,What does this device do? GFP:RBS:PCONS:TER XXX,What does this device do? PCONS:GFP:RBS:TER XXX,What does this device do? AMPR:RBS:PCONS:TER XXX,What does this device do? RBS:PCONS:AMPR:TER XXX,When does green fluorescence happen?,What happens when you unequip the movement device?,Last question. Next page only contains remarks.Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?,You can write down remarks here.,userId,Language,Temporality
540,2018-04-24 16:01:48+00:00,Slightly,Slightly,Extremely,Slightly,No / not yet,23,Male,Extremely,Not at all,Not even in middle school,Extremely,No,Yes,Extremely,I don't know,DNA sequences,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,1,I don't know,5,4,I don't know,I don't know,The bricks are not well-ordered,It generates green fluorescence,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,c'est un questionnaire très intersent ,52582e45-507b-45ce-b68f-19af8f9cd791,fr,undefined
541,2018-04-24 16:30:44+00:00,Slightly,Slightly,Moderately,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,I don't know,Ampicillin,5,1,I don't know,I don't know,1,I don't know,2,I don't know,I don't know,4,4,2,2,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",The bacterium glows,I don't know,,32f3be97-94fb-4a61-893a-8d60715c3513,fr,undefined
542,2018-04-24 16:35:35+00:00,Not at all,A lot,Extremely,Not at all,I just played for the first time,,,,,,,,,A lot,Gather nanobots,DNA sequences,Ampicillin,5,5,I don't know,I don't know,3,1,I don't know,I don't know,I don't know,5,I don't know,I don't know,I don't know,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,"In front of the doors, all the time",Nothing,I don't know,j'ai bien aimé ce questionnaire il est interésent  ,52582e45-507b-45ce-b68f-19af8f9cd791,fr,undefined
543,2018-04-24 16:38:07+00:00,A lot,A lot,Not at all,Extremely,I just played for the first time,,,,,,,,,A lot,Gather nanobots,RNA sequences,Ampicillin,5,5,2,4,1,3,3,I don't know,2,I don't know,I don't know,5,4,The bricks are not well-ordered,It makes it possible to move faster,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,"Trés bon travail, merci pour cette expérience! bonne continuation.",8cf68358-747f-4351-8717-ba7933cb428b,fr,undefined
544,2018-04-24 17:18:27+00:00,A lot,A lot,A lot,Extremely,No / not yet,17,Male,Extremely,Moderately,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ae67a79-608d-4515-8337-df7665de807f,fr,undefined
545,2018-04-25 11:19:20+00:00,Not at all,Not at all,Extremely,Moderately,No / not yet,17,Male,Extremely,Not at all,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0d52f0f-da00-4a52-9750-b718efed7ab8,fr,undefined
546,2018-04-25 11:23:55+00:00,Not at all,Not at all,A lot,Not at all,No / not yet,17 ,Male,A lot,Not at all,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,44ad1518-dafe-4e57-bf41-64b7801b6fb8,fr,undefined
547,2018-04-25 11:36:14+00:00,Moderately,Moderately,Slightly,Slightly,No / not yet,45,Female,Not at all,Moderately,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ff3f7744-41bc-4f49-a081-dea48bf12145,fr,undefined
548,2018-04-25 11:44:09+00:00,A lot,A lot,Extremely,Extremely,No / not yet,17,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,2,4,1,I don't know,5,I don't know,3,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,8966412d-baea-44e1-84c4-6dafb13d799d,fr,undefined
549,2018-04-25 11:44:41+00:00,Not at all,Not at all,Slightly,Not at all,I just played for the first time,,,,,,,,,Not at all,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,44ad1518-dafe-4e57-bf41-64b7801b6fb8,fr,undefined
550,2018-04-25 11:44:49+00:00,Moderately,Moderately,Extremely,A lot,No / not yet,14,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,4,I don't know,I don't know,5,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,e2c8856d-6f7c-4730-9cbd-4a245606b62d,fr,undefined
551,2018-04-25 11:45:26+00:00,Not at all,Not at all,Extremely,Slightly,I just played for the first time,,,,,,,,,A bit,Gather nanobots,RNA sequences,Terminator,5,3,1,4,1,1,2,3,4,4,4,5,I don't know,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It generates antibiotic resistance,It generates antibiotic resistance,I don't know,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,"Under blue light, when the GFP device is equipped",The bacterium dies,It produces nothing since it induces itself,,c0d52f0f-da00-4a52-9750-b718efed7ab8,fr,undefined
552,2018-04-25 12:07:03+00:00,A lot,A lot,Extremely,Extremely,No / not yet,12,Male,Extremely,A lot,Until the end of middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beacb7af-8b2d-40c6-95c4-369c098ca735,fr,undefined
553,2018-04-25 12:11:41+00:00,Slightly,Slightly,A lot,Moderately,No / not yet,55,Female,Slightly,Moderately,Not even in middle school,Rarely,No,Yes,Moderately,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,4,None of these,I don't know,I don't know,I don't know,None of these,5,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bacterium dies,I don't know,,1640d273-06d6-444b-9141-cfbeab7852af,fr,undefined
554,2018-04-25 12:16:51+00:00,Moderately,Moderately,Not at all,Not at all,I just played for the first time,,,,,,,,,Not at all,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,None of these,I don't know,I don't know,1,I don't know,3,3,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,Jeu complexe à comprendre,ff3f7744-41bc-4f49-a081-dea48bf12145,fr,undefined
555,2018-04-25 12:31:34+00:00,Slightly,Moderately,Slightly,Slightly,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,5,None of these,I don't know,3,4,I don't know,5,4,1,I don't know,The bricks are not well-ordered,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium dies,I don't know,,1640d273-06d6-444b-9141-cfbeab7852af,fr,undefined
556,2018-04-25 13:00:59+00:00,A lot,A lot,Extremely,Extremely,I just played for the first time,,,,,,,,,Extremely,Edit the DNA of the bacterium,RNA sequences,I don't know,2,I don't know,I don't know,2,1,I don't know,I don't know,I don't know,4,I don't know,4,I don't know,5,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,"Under blue light, all the time",The bacterium dies,It is active only in arabinose clouds,,beacb7af-8b2d-40c6-95c4-369c098ca735,fr,undefined
557,2018-04-25 13:03:51+00:00,A lot,A lot,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,5,1,I don't know,None of these,1,3,None of these,3,3,1,4,5,2,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,Donner des indices sur la direction à prendre avec des flèches par exemple car à certains endroits on peut rester longtemps bloqué sans savoir ou aller.,8966412d-baea-44e1-84c4-6dafb13d799d,fr,undefined
558,2018-04-25 13:06:54+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,28,Male,A lot,Slightly,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Gather nanobots,Proteins,GFP,4,I don't know,I don't know,I don't know,I don't know,2,I don't know,I don't know,3,I don't know,1,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Formulaire qui devient trés complexe, des concepts trés spécifiques peu accessible à tous.",099c4c9a-9b78-4b7a-9f70-2faf4488bb56,fr,undefined
559,2018-04-25 13:15:41+00:00,Moderately,Moderately,A lot,Slightly,No / not yet,30,Female,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,a73d6519-7beb-4959-9e0e-dd408c82d17f,fr,undefined
560,2018-04-25 13:26:55+00:00,A lot,Slightly,A lot,Not at all,No / not yet,24,Female,Moderately,Moderately,Until bachelor's degree,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64d692ac-92ce-4832-b7d7-4c241c481aef,fr,undefined
561,2018-04-25 13:29:02+00:00,Not at all,Not at all,Slightly,Not at all,No / not yet,27,Male,Slightly,Not at all,Until the end of middle school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,Terminator,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ddaf655f-3dd6-4fe0-8f8f-bf442f7156db,fr,undefined
562,2018-04-25 13:45:06+00:00,Slightly,Slightly,Moderately,Slightly,I just played for the first time,,,,,,,,,Not at all,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,4,I don't know,1,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,ddaf655f-3dd6-4fe0-8f8f-bf442f7156db,fr,undefined
563,2018-04-25 13:45:11+00:00,A lot,Slightly,A lot,Slightly,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,Proteins,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,64d692ac-92ce-4832-b7d7-4c241c481aef,fr,undefined
564,2018-04-25 13:48:51+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,25,Male,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,96f816e3-8551-4bb5-9e45-37273ee6970f,fr,undefined
565,2018-04-25 14:02:35+00:00,Moderately,Moderately,Extremely,A lot,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,1,I don't know,I don't know,None of these,I don't know,4,3,I don't know,I don't know,2,5,I don't know,The bricks are not well-ordered,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Nothing,It produces arabinose all the time,,e2c8856d-6f7c-4730-9cbd-4a245606b62d,fr,undefined
566,2018-04-25 14:10:14+00:00,Moderately,Moderately,Slightly,Moderately,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,1,4,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,96f816e3-8551-4bb5-9e45-37273ee6970f,fr,undefined
567,2018-04-25 14:10:54+00:00,Moderately,Moderately,Moderately,A lot,No / not yet,40,Male,Moderately,Moderately,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,4,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,74e92a2f-ad42-4802-ab89-6cbaeb36eb9e,fr,undefined
568,2018-04-25 14:15:15+00:00,Moderately,Slightly,Extremely,Not at all,No / not yet,13,Female,Extremely,Moderately,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,Move the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,cb1b2c2e-3bfd-4ddf-8bb7-f055797f52a2,fr,undefined
